Arugula,100.0,2
Arugula,101.0,1
Arugula,104.0,1
Arugula,105.0,1
Arugula,106.0,2
Arugula,108.0,2
Arugula,109.0,1
Arugula,110.0,1
Arugula,111.0,10
BBQ Beef Meatloaf,100.0,1
BBQ Beef Meatloaf,101.0,7
BBQ Beef Meatloaf,103.0,1
BBQ Beef Meatloaf,104.0,17
BBQ Beef Meatloaf,105.0,3
BBQ Beef Meatloaf,106.0,13
BBQ Beef Meatloaf,107.0,25
BBQ Beef Meatloaf,109.0,1
BBQ Chicken Wings,104.0,3
BBQ Chicken Wings,105.0,1
Bangkok Chicken Wings,101.0,1
Bangkok Chicken Wings,103.0,1
Bangkok Chicken Wings,104.0,38
Bangkok Chicken Wings,105.0,2
Bangkok Chicken Wings,106.0,7
Bangkok Chicken Wings,107.0,3
Beef Cavatappi Chop Suey,101.0,1
Beef Cavatappi Chop Suey,103.0,1
Beef Cavatappi Chop Suey,104.0,84
Beef Cavatappi Chop Suey,105.0,3
Beef Cavatappi Chop Suey,106.0,8
Beef Cavatappi Chop Suey,107.0,6
Beef Cavatappi Chop Suey,109.0,1
Berry Power Salad,100.0,2
Berry Power Salad,101.0,2
Berry Power Salad,104.0,1
Berry Power Salad,106.0,1
Berry Power Salad,110.0,6
Berry Power Salad,111.0,2
Bistro Pasta Salad,100.0,5
Bistro Pasta Salad,101.0,4
Bistro Pasta Salad,103.0,1
Bistro Pasta Salad,105.0,1
Bistro Pasta Salad,106.0,1
Bistro Pasta Salad,107.0,1
Bistro Pasta Salad,110.0,11
Bistro Pasta Salad,111.0,7
Black Beans,100.0,1
Black Beans,101.0,3
Black Beans,102.0,1
Black Beans,106.0,1
Black Beans,110.0,10
Black Beans,111.0,9
Blackberries,100.0,3
Blackberries,101.0,5
Blackberries,104.0,1
Blackberries,106.0,1
Blackberries,107.0,1
Blackberries,110.0,9
Blackberries,111.0,12
Blackened Potatoes,101.0,2
Blackened Potatoes,103.0,1
Blackened Potatoes,105.0,1
Blackened Potatoes,106.0,12
Blackened Potatoes,107.0,33
Blackened Potatoes,108.0,1
Blueberries,100.0,3
Blueberries,101.0,5
Blueberries,106.0,4
Blueberries,107.0,2
Blueberries,110.0,5
Blueberries,111.0,12
Blueberry Lemon Pancakes,100.0,1
Blueberry Lemon Pancakes,103.0,1
Blueberry Lemon Pancakes,104.0,9
Blueberry Lemon Pancakes,106.0,7
Blueberry Lemon Pancakes,107.0,2
Blueberry Lemon Pancakes,108.0,1
Blueberry Lemon Pancakes,111.0,1
Breaded Chicken Tenders,101.0,6
Breaded Chicken Tenders,103.0,1
Breaded Chicken Tenders,104.0,12
Breaded Chicken Tenders,105.0,149
Breaded Chicken Tenders,106.0,2
Breaded Chicken Tenders,107.0,15
Breakfast Potatoes,100.0,1
Breakfast Potatoes,103.0,1
Breakfast Potatoes,104.0,4
Breakfast Potatoes,105.0,12
Breakfast Potatoes,106.0,1
Breakfast Potatoes,107.0,3
Breakfast Potatoes,111.0,1
Breakfast Sausage Patties,100.0,1
Breakfast Sausage Patties,102.0,2
Breakfast Sausage Patties,103.0,1
Breakfast Sausage Patties,104.0,1
Breakfast Sausage Patties,106.0,13
Breakfast Sausage Patties,107.0,1
Breakfast Sausage Patties,111.0,1
Broccoli Cheddar Quiche,106.0,1
Buffalo Bleu Macaroni & Cheese,104.0,1
Buffalo Bleu Macaroni & Cheese,105.0,1
Buffalo Bleu Macaroni & Cheese,106.0,19
Buffalo Bleu Macaroni & Cheese,107.0,34
Buffalo Chicken Wings,101.0,1
Buffalo Chicken Wings,102.0,1
Buffalo Chicken Wings,104.0,31
Buffalo Chicken Wings,105.0,39
Buffalo Chicken Wings,106.0,10
Buffalo Chicken Wings,107.0,4
Buttered Cabbage,103.0,1
Buttered Cabbage,106.0,32
Buttered Cabbage,107.0,36
Caesar Salad,100.0,1
Caesar Salad,101.0,1
Caesar Salad,104.0,1
Caesar Salad,106.0,2
Caesar Salad,108.0,3
Caesar Salad,110.0,18
Caesar Salad,111.0,1
Cajun Sweet Potato Wedges,101.0,1
Cajun Sweet Potato Wedges,102.0,1
Cajun Sweet Potato Wedges,103.0,3
Cajun Sweet Potato Wedges,104.0,2
Cajun Sweet Potato Wedges,106.0,46
Cajun Sweet Potato Wedges,107.0,30
Cantaloupe,100.0,8
Cantaloupe,101.0,4
Cantaloupe,102.0,1
Cantaloupe,106.0,1
Cantaloupe,107.0,2
Cantaloupe,110.0,6
Cantaloupe,111.0,14
Carrot Ginger Coconut Soup,105.0,1
Carrot Ginger Coconut Soup,108.0,6
"Cauliflower, Curry Roasted with Peas ",107.0,2
Challah French Toast,104.0,4
Challah French Toast,106.0,2
Champagne Dijon Potato Salad,100.0,5
Champagne Dijon Potato Salad,101.0,1
Champagne Dijon Potato Salad,106.0,2
Champagne Dijon Potato Salad,108.0,2
Champagne Dijon Potato Salad,110.0,15
Chicken Cacciatore,100.0,1
Chicken Cacciatore,101.0,1
Chicken Cacciatore,104.0,58
Chicken Cacciatore,106.0,14
Chicken Cacciatore,107.0,1
Chicken Caesar Pasta Salad,100.0,4
Chicken Caesar Pasta Salad,110.0,2
Chicken Caesar Pasta Salad,111.0,3
"Chicken Korma, Hyderabadi Cashew ",107.0,3
Chicken in Mangalore Ghee,103.0,1
Chicken in Mangalore Ghee,104.0,1
Chicken in Mangalore Ghee,106.0,26
Chicken in Mangalore Ghee,107.0,39
"Chickpea, Raddichio & Asparagus Salad",100.0,3
"Chickpea, Raddichio & Asparagus Salad",101.0,2
"Chickpea, Raddichio & Asparagus Salad",105.0,1
"Chickpea, Raddichio & Asparagus Salad",106.0,2
"Chickpea, Raddichio & Asparagus Salad",110.0,15
"Chickpea, Raddichio & Asparagus Salad",111.0,2
Chili Garlic Roasted Cauliflower,102.0,1
Chili Garlic Roasted Cauliflower,104.0,2
Chili Garlic Roasted Cauliflower,106.0,12
Chili Garlic Roasted Cauliflower,107.0,22
Chinese Black Pepper Green Beans,100.0,4
Chinese Black Pepper Green Beans,101.0,1
Chinese Black Pepper Green Beans,104.0,2
Chinese Black Pepper Green Beans,105.0,1
Chinese Black Pepper Green Beans,106.0,2
Chinese Black Pepper Green Beans,107.0,1
Chinese Black Pepper Green Beans,108.0,1
Chinese Black Pepper Green Beans,110.0,18
Chinese Black Pepper Green Beans,111.0,2
Chophouse Steak Salad ,100.0,1
Chophouse Steak Salad ,101.0,1
Chophouse Steak Salad ,105.0,2
Chophouse Steak Salad ,106.0,2
Chophouse Steak Salad ,108.0,1
Chophouse Steak Salad ,110.0,8
Chophouse Steak Salad ,111.0,3
Citrus Marinated Olives,101.0,1
Citrus Marinated Olives,103.0,1
Citrus Marinated Olives,104.0,1
Citrus Marinated Olives,105.0,1
Citrus Marinated Olives,110.0,4
Citrus Marinated Olives,111.0,7
Corn,100.0,1
Corn,101.0,2
Corn,103.0,1
Corn,105.0,1
Corn,106.0,3
Corn,107.0,1
Corn,108.0,1
Corn,109.0,1
Corn,110.0,10
Corn,111.0,9
Corned Beef Hash,104.0,2
Corned Beef Hash,106.0,5
Creamed Spinach & Kale,108.0,2
Curried Cauliflower,103.0,1
Curried Cauliflower,104.0,2
Curried Cauliflower,106.0,18
Curried Cauliflower,107.0,46
Dolmas,101.0,1
Dolmas,103.0,1
Dolmas,104.0,1
Dolmas,105.0,1
Dolmas,106.0,2
Dolmas,108.0,2
Dolmas,111.0,12
Double Cheddar Broccoli Soup,107.0,1
Double Cheddar Broccoli Soup,108.0,33
Edamame,100.0,1
Edamame,101.0,2
Edamame,106.0,2
Edamame,107.0,1
Edamame,108.0,1
Edamame,110.0,9
Edamame,111.0,8
Egg White & Spinach Scramble,100.0,1
Egg White & Spinach Scramble,102.0,1
Egg White & Spinach Scramble,104.0,15
Egg White & Spinach Scramble,106.0,11
Egg White & Spinach Scramble,107.0,4
Egg White & Spinach Scramble,111.0,1
Falafel,101.0,2
Falafel,103.0,1
Falafel,104.0,1
Falafel,105.0,1
Falafel,106.0,2
Falafel,108.0,1
Falafel,111.0,12
Farro,100.0,1
Farro,101.0,3
Farro,107.0,1
Farro,110.0,7
Farro,111.0,5
Fennel Pistachio Lemon Vinaigrette Salad,100.0,3
Fennel Pistachio Lemon Vinaigrette Salad,101.0,1
Fennel Pistachio Lemon Vinaigrette Salad,103.0,1
Fennel Pistachio Lemon Vinaigrette Salad,106.0,2
Fennel Pistachio Lemon Vinaigrette Salad,107.0,1
Fennel Pistachio Lemon Vinaigrette Salad,110.0,16
Fennel Pistachio Lemon Vinaigrette Salad,111.0,6
Fried Plantains,100.0,1
Fried Plantains,102.0,2
Fried Plantains,104.0,1
Fried Plantains,106.0,18
Fried Plantains,107.0,2
Fried Plantains,111.0,1
Garbanzo Beans,100.0,1
Garbanzo Beans,101.0,2
Garbanzo Beans,102.0,1
Garbanzo Beans,104.0,1
Garbanzo Beans,110.0,9
Garbanzo Beans,111.0,8
Garlic Parmesan & Red Pepper Potatoes,104.0,1
Garlic Parmesan & Red Pepper Potatoes,106.0,15
Garlic Parmesan & Red Pepper Potatoes,107.0,36
Garlic Parmesan Pasta Salad,100.0,3
Garlic Parmesan Pasta Salad,101.0,5
Garlic Parmesan Pasta Salad,106.0,1
Garlic Parmesan Pasta Salad,107.0,1
Garlic Parmesan Pasta Salad,110.0,8
Garlic Parmesan Pasta Salad,111.0,11
Golden Beets,100.0,1
Golden Beets,101.0,4
Golden Beets,103.0,1
Golden Beets,104.0,1
Golden Beets,108.0,1
Golden Beets,110.0,2
Golden Beets,111.0,3
Golden Sesame Tofu,100.0,2
Golden Sesame Tofu,101.0,1
Golden Sesame Tofu,104.0,1
Golden Sesame Tofu,105.0,1
Golden Sesame Tofu,106.0,2
Golden Sesame Tofu,107.0,2
Golden Sesame Tofu,109.0,1
Golden Sesame Tofu,110.0,17
Golden Sesame Tofu,111.0,2
Greek Salad,100.0,1
Greek Salad,101.0,3
Greek Salad,104.0,1
Greek Salad,106.0,1
Greek Salad,107.0,1
Greek Salad,108.0,3
Greek Salad,110.0,18
Greek Salad,111.0,1
Green Beans with Roasted Garlic,104.0,2
Green Beans with Roasted Garlic,105.0,1
Green Beans with Roasted Garlic,106.0,9
Green Beans with Roasted Garlic,107.0,36
Green Beans with Roasted Garlic,108.0,1
Grilled Chicken & Scallion Salad,100.0,4
Grilled Chicken & Scallion Salad,101.0,2
Grilled Chicken & Scallion Salad,105.0,1
Grilled Chicken Breast,100.0,1
Grilled Chicken Breast,101.0,2
Grilled Chicken Breast,102.0,1
Grilled Chicken Breast,103.0,1
Grilled Chicken Breast,104.0,3
Grilled Chicken Breast,105.0,1
Grilled Chicken Breast,106.0,2
Grilled Chicken Breast,110.0,3
Grilled Chicken Breast,111.0,14
"Grilled Potato, Bacon & Scallion Salad",100.0,5
"Grilled Potato, Bacon & Scallion Salad",101.0,1
"Grilled Potato, Bacon & Scallion Salad",105.0,1
"Grilled Potato, Bacon & Scallion Salad",106.0,3
"Grilled Potato, Bacon & Scallion Salad",107.0,1
"Grilled Potato, Bacon & Scallion Salad",108.0,1
"Grilled Potato, Bacon & Scallion Salad",110.0,18
"Grilled Potato, Bacon & Scallion Salad",111.0,1
Grilled Sausage with Broccoli Rabe,104.0,1
Grilled Tofu,100.0,2
Grilled Tofu,101.0,2
Grilled Tofu,103.0,1
Grilled Tofu,104.0,2
Grilled Tofu,105.0,1
Grilled Tofu,106.0,3
Grilled Tofu,107.0,1
Grilled Tofu,110.0,5
Grilled Tofu,111.0,11
Ham & Cheese Omelet,100.0,2
Ham & Cheese Omelet,103.0,1
Ham & Cheese Omelet,104.0,21
Ham & Cheese Omelet,106.0,9
Ham & Cheese Omelet,107.0,4
Ham & Cheese Omelet,108.0,1
Ham & Cheese Omelet,111.0,1
Hard Boiled Egg,100.0,2
Hard Boiled Egg,101.0,3
Hard Boiled Egg,110.0,6
Hard Boiled Egg,111.0,10
Hearts Of Palm,100.0,1
Hearts Of Palm,101.0,2
Hearts Of Palm,105.0,1
Hearts Of Palm,106.0,1
Hearts Of Palm,107.0,3
Hearts Of Palm,108.0,1
Hearts Of Palm,109.0,1
Hearts Of Palm,110.0,13
Hearts Of Palm,111.0,3
Honey Jalapeno Chicken Wings,104.0,12
Honey Jalapeno Chicken Wings,105.0,1
Honey Jalapeno Chicken Wings,106.0,2
Honey Jalapeno Chicken Wings,107.0,1
Honeydew Melon,100.0,6
Honeydew Melon,101.0,4
Honeydew Melon,104.0,1
Honeydew Melon,105.0,1
Honeydew Melon,106.0,4
Honeydew Melon,107.0,2
Honeydew Melon,108.0,1
Honeydew Melon,110.0,7
Honeydew Melon,111.0,8
Hummus,101.0,1
Hummus,104.0,1
Hummus,105.0,1
Hummus,107.0,1
Hummus,108.0,1
Hummus,111.0,4
Hyderabadi Vegetable Korma,103.0,1
Hyderabadi Vegetable Korma,106.0,20
Hyderabadi Vegetable Korma,107.0,27
Kale,100.0,2
Kale,101.0,2
Kale,105.0,1
Kale,106.0,3
Kale,108.0,2
Kale,110.0,5
Kale,111.0,8
Kale & Brussle Sprout Salad,100.0,2
Kale & Brussle Sprout Salad,101.0,1
Kale & Brussle Sprout Salad,102.0,1
Kale & Brussle Sprout Salad,104.0,1
Kale & Brussle Sprout Salad,105.0,1
Kale & Brussle Sprout Salad,106.0,1
Kale & Brussle Sprout Salad,110.0,12
Kale & Brussle Sprout Salad,111.0,8
Kale Sauteed with Mushrooms,100.0,1
Kale Sauteed with Mushrooms,101.0,1
Kale Sauteed with Mushrooms,104.0,2
Kale Sauteed with Mushrooms,105.0,2
Kale Sauteed with Mushrooms,106.0,24
Kale Sauteed with Mushrooms,107.0,65
Kale White Bean Salad,100.0,4
Kale White Bean Salad,101.0,1
Kale White Bean Salad,106.0,1
Kale White Bean Salad,110.0,13
Kale White Bean Salad,111.0,5
Kidney Beans,100.0,1
Kidney Beans,101.0,2
Kidney Beans,102.0,1
Kidney Beans,106.0,1
Kidney Beans,110.0,11
Kidney Beans,111.0,7
Lemon Artichoke Slaw,100.0,3
Lemon Artichoke Slaw,101.0,1
Lemon Artichoke Slaw,105.0,1
Lemon Artichoke Slaw,106.0,3
Lemon Artichoke Slaw,110.0,17
Lemon Artichoke Slaw,111.0,3
Lemon Garlic Broccolini,103.0,1
Lemon Garlic Broccolini,104.0,3
Lemon Garlic Broccolini,105.0,1
Lemon Garlic Broccolini,106.0,1
Lemon Garlic Broccolini,107.0,74
Lemon Rice,103.0,1
Lemon Rice,106.0,19
Lemon Rice,107.0,44
Lentil Dal & Spinach Soup,104.0,1
Lentil Dal & Spinach Soup,105.0,2
Lentil Dal & Spinach Soup,107.0,6
Lentil Dal & Spinach Soup,108.0,61
Lime Chipotle Tofu,103.0,1
Lime Chipotle Tofu,105.0,1
Macaroni & Cheese,100.0,1
Macaroni & Cheese,101.0,1
Macaroni & Cheese,102.0,1
Macaroni & Cheese,103.0,1
Macaroni & Cheese,104.0,4
Macaroni & Cheese,106.0,21
Macaroni & Cheese,107.0,117
Manhattan Clam Chowder,102.0,1
Manhattan Clam Chowder,103.0,3
Manhattan Clam Chowder,104.0,1
Manhattan Clam Chowder,105.0,2
Manhattan Clam Chowder,106.0,2
Manhattan Clam Chowder,107.0,9
Manhattan Clam Chowder,108.0,102
Manhattan Clam Chowder,109.0,1
Maple Dry Rub Bacon,100.0,1
Maple Dry Rub Bacon,103.0,2
Maple Dry Rub Bacon,104.0,1
Maple Dry Rub Bacon,105.0,2
Maple Dry Rub Bacon,106.0,2
Maple Dry Rub Bacon,107.0,22
Maple Dry Rub Bacon,111.0,1
Maria's Beef Meatballs ,104.0,1
Maria's Beef Meatballs ,105.0,1
Maria's Beef Meatballs ,106.0,17
Maria's Beef Meatballs ,107.0,58
Marinated Feta,100.0,1
Marinated Feta,101.0,1
Marinated Feta,102.0,1
Marinated Feta,103.0,1
Marinated Feta,104.0,1
Marinated Feta,105.0,1
Marinated Feta,106.0,1
Marinated Feta,110.0,3
Marinated Feta,111.0,13
Mashed Avocado,100.0,1
Mashed Avocado,101.0,1
Mashed Avocado,105.0,1
Mashed Avocado,108.0,1
Mashed Avocado,111.0,2
Mashed Potatoes,100.0,2
Mashed Potatoes,101.0,1
Mashed Potatoes,102.0,1
Mashed Potatoes,103.0,1
Mashed Potatoes,104.0,2
Mashed Potatoes,105.0,1
Mashed Potatoes,106.0,21
Mashed Potatoes,107.0,118
Mediterranean Salmon Salad,100.0,1
Mediterranean Salmon Salad,101.0,1
Mediterranean Salmon Salad,104.0,2
Mediterranean Salmon Salad,106.0,2
Mediterranean Salmon Salad,110.0,2
Mediterranean Salmon Salad,111.0,2
Mesclun Salad With Goat Cheese,100.0,1
Mesclun Salad With Goat Cheese,101.0,1
Mesclun Salad With Goat Cheese,102.0,1
Mesclun Salad With Goat Cheese,105.0,1
Mesclun Salad With Goat Cheese,106.0,6
Mesclun Salad With Goat Cheese,108.0,1
Mesclun Salad With Goat Cheese,110.0,13
Mexican Pepita Caesar Salad,101.0,3
Mexican Pepita Caesar Salad,104.0,1
Mexican Pepita Caesar Salad,106.0,1
Mexican Pepita Caesar Salad,108.0,1
Mexican Pepita Caesar Salad,109.0,1
Mexican Pepita Caesar Salad,110.0,14
Mexican Pepita Caesar Salad,111.0,2
Mixed Bell Peppers,100.0,2
Mixed Bell Peppers,101.0,3
Mixed Bell Peppers,105.0,1
Mixed Bell Peppers,108.0,1
Mixed Bell Peppers,110.0,6
Mixed Bell Peppers,111.0,8
Mushroom & Barley Soup,105.0,1
Mushroom & Barley Soup,106.0,2
Mushroom & Barley Soup,107.0,1
Mushroom & Barley Soup,108.0,11
Nanas Chicken Noodle Soup,101.0,1
Nanas Chicken Noodle Soup,103.0,1
Nanas Chicken Noodle Soup,104.0,1
Nanas Chicken Noodle Soup,105.0,2
Nanas Chicken Noodle Soup,106.0,1
Nanas Chicken Noodle Soup,107.0,7
Nanas Chicken Noodle Soup,108.0,77
New England Clam Chowder,103.0,1
New England Clam Chowder,104.0,3
New England Clam Chowder,105.0,2
New England Clam Chowder,107.0,8
New England Clam Chowder,108.0,63
Organic Roasted Sweet Potatoes,100.0,4
Organic Roasted Sweet Potatoes,101.0,3
Organic Roasted Sweet Potatoes,106.0,1
Organic Roasted Sweet Potatoes,107.0,4
Organic Roasted Sweet Potatoes,108.0,3
Organic Roasted Sweet Potatoes,110.0,12
Organic Roasted Sweet Potatoes,111.0,4
Peas,100.0,1
Peas,101.0,2
Peas,103.0,1
Peas,106.0,2
Peas,107.0,2
Peas,108.0,1
Peas,109.0,1
Peas,110.0,12
Peas,111.0,8
Pineapple,100.0,1
Pineapple,101.0,4
Pineapple,106.0,1
Pineapple,108.0,1
Pineapple,110.0,6
Pineapple,111.0,6
Quiche Lorraine,104.0,1
Red Grapes,100.0,3
Red Grapes,101.0,5
Red Grapes,106.0,2
Red Grapes,107.0,2
Red Grapes,110.0,5
Red Grapes,111.0,9
Red Quinoa,100.0,2
Red Quinoa,101.0,2
Red Quinoa,110.0,6
Red Quinoa,111.0,5
Roasted Beets with Shallot & Sherry Vinaigrette,100.0,3
Roasted Beets with Shallot & Sherry Vinaigrette,101.0,1
Roasted Beets with Shallot & Sherry Vinaigrette,105.0,1
Roasted Beets with Shallot & Sherry Vinaigrette,106.0,3
Roasted Beets with Shallot & Sherry Vinaigrette,108.0,1
Roasted Beets with Shallot & Sherry Vinaigrette,110.0,14
Roasted Beets with Shallot & Sherry Vinaigrette,111.0,4
Roasted Eggplant,100.0,1
Roasted Eggplant,106.0,31
Roasted Eggplant,107.0,25
Roasted Red Peppers,101.0,1
Roasted Red Peppers,103.0,1
Roasted Red Peppers,105.0,1
Roasted Red Peppers,106.0,1
Roasted Red Peppers,108.0,1
Roasted Red Peppers,111.0,10
Roasted Sweet Potato,100.0,1
Roasted Sweet Potato,102.0,2
Roasted Sweet Potato,104.0,3
Roasted Sweet Potato,106.0,10
Roasted Sweet Potato,107.0,2
Roasted Sweet Potato,111.0,1
Roasted Sweet Potatoes in Mangalore Ghee,102.0,1
Roasted Sweet Potatoes in Mangalore Ghee,104.0,2
Roasted Sweet Potatoes in Mangalore Ghee,106.0,24
Roasted Sweet Potatoes in Mangalore Ghee,107.0,17
Romaine Lettuce,100.0,6
Romaine Lettuce,101.0,5
Romaine Lettuce,102.0,1
Romaine Lettuce,104.0,3
Romaine Lettuce,105.0,1
Romaine Lettuce,106.0,3
Romaine Lettuce,107.0,2
Romaine Lettuce,108.0,3
Romaine Lettuce,110.0,17
Romaine Lettuce,111.0,2
Roman Capellini Pasta Salad,100.0,2
Roman Capellini Pasta Salad,101.0,4
Roman Capellini Pasta Salad,106.0,2
Roman Capellini Pasta Salad,107.0,2
Roman Capellini Pasta Salad,110.0,7
Roman Capellini Pasta Salad,111.0,10
Sauteed Collard Greens,104.0,6
Sauteed Collard Greens,106.0,10
Sauteed Collard Greens,107.0,44
Scrambled Eggs,100.0,3
Scrambled Eggs,104.0,13
Scrambled Eggs,106.0,8
Scrambled Eggs,107.0,3
Scrambled Eggs,108.0,2
Scrambled Eggs,111.0,1
Seasonal Pick Citrus,100.0,4
Seasonal Pick Citrus,101.0,6
Seasonal Pick Citrus,106.0,1
Seasonal Pick Citrus,107.0,1
Seasonal Pick Citrus,110.0,11
Seasonal Pick Citrus,111.0,10
Seasonal Pick Mushrooms,100.0,1
Seasonal Pick Mushrooms,101.0,3
Seasonal Pick Mushrooms,107.0,1
Seasonal Pick Mushrooms,110.0,5
Seasonal Pick Mushrooms,111.0,4
Sicilian Cauliflower,103.0,1
Sicilian Cauliflower,106.0,3
Smoked Boneless Chicken Thighs,103.0,1
Smoked Boneless Chicken Thighs,104.0,2
Smoked Boneless Chicken Thighs,105.0,1
Smoked Boneless Chicken Thighs,106.0,28
Smoked Boneless Chicken Thighs,107.0,65
Smoked Boneless Chicken Thighs,108.0,1
Snap Peas,100.0,2
Snap Peas,101.0,2
Snap Peas,102.0,1
Snap Peas,110.0,6
Snap Peas,111.0,6
Spicy Black Pepper Beef Curry,104.0,1
Spicy Black Pepper Beef Curry,107.0,2
Spicy Kerala Chicken,103.0,1
Spicy Kerala Chicken,104.0,1
Spicy Kerala Chicken,106.0,25
Spicy Kerala Chicken,107.0,42
Spinach Orzo Salad,100.0,2
Spinach Orzo Salad,104.0,1
Spinach Orzo Salad,105.0,2
Spinach Orzo Salad,106.0,1
Spinach Orzo Salad,107.0,2
Spinach Orzo Salad,108.0,1
Spinach Orzo Salad,110.0,8
Spinach Orzo Salad,111.0,5
Split Pea Soup,107.0,1
Split Pea Soup,108.0,16
Spring Mix,100.0,4
Spring Mix,101.0,4
Spring Mix,104.0,1
Spring Mix,106.0,2
Spring Mix,107.0,2
Spring Mix,108.0,1
Spring Mix,110.0,13
Spring Mix,111.0,4
Steamed Broccoli,101.0,1
Steamed Broccoli,103.0,1
Steamed Broccoli,104.0,4
Steamed Broccoli,105.0,1
Steamed Broccoli,106.0,3
Steamed Broccoli,107.0,104
Strawberries,100.0,4
Strawberries,101.0,3
Strawberries,104.0,1
Strawberries,105.0,1
Strawberries,106.0,5
Strawberries,107.0,3
Strawberries,108.0,1
Strawberries,110.0,5
Strawberries,111.0,9
Sublime Swine Smoked Pulled Pork,101.0,11
Sublime Swine Smoked Pulled Pork,102.0,1
Sublime Swine Smoked Pulled Pork,103.0,2
Sublime Swine Smoked Pulled Pork,104.0,25
Sublime Swine Smoked Pulled Pork,105.0,3
Sublime Swine Smoked Pulled Pork,106.0,15
Sublime Swine Smoked Pulled Pork,107.0,40
Sublime Swine Smoked Pulled Pork,110.0,4
Sweet & Spicy Pad Thai Kale Salad,100.0,5
Sweet & Spicy Pad Thai Kale Salad,101.0,1
Sweet & Spicy Pad Thai Kale Salad,105.0,1
Sweet & Spicy Pad Thai Kale Salad,106.0,1
Sweet & Spicy Pad Thai Kale Salad,110.0,5
Sweet & Spicy Pad Thai Kale Salad,111.0,3
Teriyaki Chicken Wings,101.0,1
Teriyaki Chicken Wings,102.0,1
Teriyaki Chicken Wings,103.0,1
Teriyaki Chicken Wings,104.0,46
Teriyaki Chicken Wings,105.0,11
Teriyaki Chicken Wings,106.0,8
Teriyaki Chicken Wings,107.0,5
Tofu Breakfast Scramble,100.0,1
Tofu Breakfast Scramble,103.0,1
Tofu Breakfast Scramble,104.0,6
Tofu Breakfast Scramble,106.0,11
Tofu Breakfast Scramble,107.0,1
Tofu Breakfast Scramble,111.0,1
Tomato Olive Baked Pollock,100.0,1
Tomato Olive Baked Pollock,102.0,1
Tomato Olive Baked Pollock,103.0,1
Tomato Olive Baked Pollock,104.0,1
Tomato Olive Baked Pollock,106.0,71
Tomato Olive Baked Pollock,107.0,1
Tomato Olive Baked Pollock,108.0,1
Tomato Parmesan Soup,107.0,2
Tomato Parmesan Soup,108.0,36
Tomatoes,101.0,3
Tomatoes,106.0,2
Tomatoes,107.0,2
Tomatoes,110.0,4
Tomatoes,111.0,10
Tortellini & Sopressata Salad,100.0,3
Tortellini & Sopressata Salad,101.0,4
Tortellini & Sopressata Salad,106.0,2
Tortellini & Sopressata Salad,110.0,9
Tortellini & Sopressata Salad,111.0,9
Turkey Bacon,100.0,1
Turkey Bacon,104.0,1
Turkey Bacon,106.0,17
Turkey Bacon,107.0,2
Turkey Bacon,108.0,1
Turkey Bacon,111.0,1
Turkey Chili,107.0,2
Turkey Chili,108.0,20
Turmeric Rice with Kale,104.0,1
Turmeric Rice with Kale,106.0,14
Turmeric Rice with Kale,107.0,52
Vidalia Onion Sweet Potato Salad,100.0,4
Vidalia Onion Sweet Potato Salad,101.0,2
Vidalia Onion Sweet Potato Salad,105.0,2
Vidalia Onion Sweet Potato Salad,106.0,1
Vidalia Onion Sweet Potato Salad,108.0,1
Vidalia Onion Sweet Potato Salad,110.0,11
Yellow Squash Planks,100.0,1
Yellow Squash Planks,101.0,2
Yellow Squash Planks,102.0,1
Yellow Squash Planks,105.0,1
Yellow Squash Planks,108.0,1
Yellow Squash Planks,110.0,12
Yellow Squash Planks,111.0,4
Zucchini Planks,100.0,2
Zucchini Planks,101.0,3
Zucchini Planks,106.0,1
Zucchini Planks,110.0,7
Zucchini Planks,111.0,2
